name,surname,pesel,date_of_birth
Witold,Godzisz,75085355078,2000-05-16
Tadeusz,Wieczerzak,70088496777,2000-09-09
Stanisław,Laszkiewicz,18754206397,1991-04-29
Krzysztof,Molga,33070402038,1992-05-01
Natasza,Strzelczak,72018359571,1981-10-07
Marcelina,Herba,25990998984,1993-06-28
Patryk,Konstanty,73695193318,1971-08-20
Przemysław,Koronkiewicz,98407057949,1986-09-12
Jakub,Andrearczyk,11718498105,1999-05-28
Olgierd,Cebo,98955461513,1990-07-10
Nela,Moździerz,18251217484,1994-04-30
Hubert,Wyroślak,69598255102,1991-07-23
Justyna,Kucz,28695748967,1982-08-02
Natasza,Zacharewicz,21174909920,1990-12-30
Igor,Drewa,32339185005,1973-03-17
Kalina,Wandas,83042456474,1978-09-28
Krystian,Jasionek,89099750284,1997-05-01
Krzysztof,Styn,27699372117,1996-02-06
Natasza,Oleksik,54191757139,1987-03-25
Ida,Migda,31617186186,1988-06-08
Karol,Pastuła,42046906424,1973-10-18
Gustaw,Chorążewicz,29230735122,1996-07-13
Sandra,Kus,58750018285,1994-11-06
Rozalia,Trybus,69071116367,1973-12-26
Karina,Cybul,35955438278,1976-07-19
Sylwia,Kosz,52982569506,1980-10-06
Anastazja,Niesporek,87373680629,1973-07-27
Paweł,Pawela,26931722080,1993-01-26
Albert,Wacławiak,38784973016,1986-10-18
Maciej,Myga,58263139651,1981-11-01
Bianka,Kidawa,33431910807,1997-01-14
Marcelina,Olesiejuk,91598832441,2002-07-19
Stanisław,Szkup,97685929550,2002-09-29
Tomasz,Bacik,19127621825,1976-08-11
Aleks,Hajdukiewicz,57131943532,1991-08-06
Stanisław,Kazior,63763587938,1985-07-06
Karina,Sadownik,15335386475,1991-11-18
Robert,Dylik,64964460053,1997-01-15
Mariusz,Krefta,90861200411,1973-06-03
Justyna,Ptok,81122896250,1993-08-28
Wojciech,Heba,79523194958,1999-12-31
Jacek,Rabiej,26000952317,1997-10-09
Anastazja,Miszkurka,41705447166,2000-02-14
Rozalia,Łusiak,30380275111,1996-03-22
Dagmara,Przeniosło,39008888013,1973-06-14
Stanisław,Stefankiewicz,78556713581,1975-06-08
Olgierd,Cisoń,16449046148,2002-08-17
Malwina,Jamroz,71780231905,1970-11-30
Karina,Szlufik,32350686716,1987-02-06
Gustaw,Ziemann,96119731258,1993-12-02
Fabian,Sztuba,70322723654,1971-05-11
Józef,Sornat,12872965582,1986-08-21
Miłosz,Szymonik,77144872720,1978-05-29
Eryk,Starostka,79811135465,1981-05-20
Wiktor,Ufniarz,96123807400,1977-04-10
Emil,Bukowiec,90863695177,1987-12-03
Julita,Pasiut,20671207283,1994-09-18
Grzegorz,Sałuda,52836983086,1980-03-18
Olgierd,Oleksik,34428861735,1972-05-29
Sandra,Łokaj,69218326031,2001-01-10
Aleksander,Suszka,68323548906,1992-03-01
Filip,Liśkiewicz,40144134118,1998-04-23
Bruno,Stawinoga,74443681061,1973-08-08
Mikołaj,Jędral,60422977694,1997-12-19
Karol,Janiga,91569279866,1983-05-11
Dariusz,Witko,14190333746,2003-12-12
Ryszard,Wyderka,31438123240,1978-04-08
Miłosz,Pastuszko,87800278135,1991-12-06
Kamil,Dębosz,34088413734,1979-06-16
Borys,Lemke,12798034250,1984-12-16
Michał,Dynak,25395713076,1974-12-20
Anna Maria,Majdan,84276402658,2003-12-06
Jan,Sypek,43346333029,1990-10-25
Aleksander,Wenzel,10430898992,1984-11-10
Albert,Dyjas,91255291897,1990-11-25
Sebastian,Ulrych,66144705555,1997-08-12
Urszula,Matla,81258988137,1985-03-16
Rafał,Wardzała,50273587790,1990-08-26
Anita,Pachnik,89948123699,1995-10-05
Tymoteusz,Budzich,14074466041,1972-12-06
Jerzy,Koleśnik,18229567039,1973-12-13
Agnieszka,Młotek,15738816405,1982-10-03
Gaja,Sus,90632107834,1997-06-14
Aleks,Siemek,77169156400,1985-05-14
Kalina,Matulewicz,56216558294,1993-04-18
Aniela,Zbroja,56111688415,2001-02-08
Sara,Gabryel,65551422582,1974-06-05
Fryderyk,Smagała,27987220677,2000-07-07
Artur,Czajor,18382973317,1976-05-01
Aurelia,Wierzchoń,42839176728,1981-09-26
Dominik,Sadłocha,80033672429,1973-01-18
Konstanty,Hass,33883012759,1980-03-13
Olaf,Majorczyk,25966477908,2000-03-16
Klara,Pyda,28045521870,1995-05-22
Arkadiusz,Ankiewicz,53315237661,1998-09-11
Patryk,Krakowczyk,52316766341,1991-09-08
Eryk,Pytlarz,23275503872,1998-02-17
Ksawery,Przewoźniak,59701927338,1975-03-06
Błażej,Mosiołek,51370056975,1990-02-08
Borys,Tondera,10959688117,1991-10-01
Lidia,Pawełko,17855587172,1999-12-05
Klara,Pietraszkiewicz,31632163706,1994-09-18
Dorota,Tywoniuk,24733880733,1985-04-09
Fabian,Piekara,89891833191,1972-01-12
Jeremi,Majczyna,96715872780,1970-09-07
Anita,Rurarz,23045602699,1998-03-23
Andrzej,Magryta,82712044033,2001-10-23
Melania,Lenda,74644505627,2001-02-09
Cyprian,Malara,52693128441,1992-05-20
Stanisław,Pasich,24883914439,1982-08-13
Damian,Fidor,68875162869,1981-05-11
Rozalia,Bobel,92813278293,1982-01-01
Maciej,Wojtach,72895604938,1991-11-06
Łukasz,Nestorowicz,30786640811,1992-04-21
Bartek,Strzała,18890107718,1987-03-13
Natan,Goss,93610012549,1978-10-21
Rozalia,Szumacher,95751670898,1990-09-30
Tobiasz,Samoraj,25424795488,2003-12-21
Szymon,Nóżka,98092080460,1978-02-17
Sandra,Gaudyn,12963379046,1990-08-04
Albert,Straszak,59639048554,1974-03-10
Tadeusz,Kluj,68843264998,1993-12-14
Jerzy,Pilarek,19465601266,1975-08-20
Mariusz,Kloch,78292010533,1984-02-02
Gabriel,Garncarek,83619799005,1987-08-02
Aleks,Pyszczek,85398651188,1997-02-10
Dawid,Lemke,56191593478,1990-04-13
Dorota,Chwalisz,14425061474,1987-04-18
Ryszard,Wudarczyk,74534068268,1975-03-31
Igor,Grabara,58596136893,1978-02-25
Andrzej,Krochmal,42350540564,1972-08-06
Konstanty,Jarczak,79652584716,1979-02-22
Norbert,Lang,94508468675,1998-04-27
Inga,Wojsław,32510411250,1993-12-30
Tymon,Stebel,47038649227,1973-12-12
Dariusz,Nowrot,41140389376,1972-03-23
Róża,Cal,24480087716,1976-11-18
Justyna,Nagel,31943846275,1971-08-21
Angelika,Bereś,15166698710,1991-09-22
Emil,Wawrzynkiewicz,20045258538,1984-04-09
Natan,Wyrwał,38254110774,1990-11-16
Sylwia,Opalach,25658009057,1974-04-24
Jerzy,Żyrek,52091503924,1989-09-23
Karol,Sadlak,35205583187,1988-06-27
Krystian,Koj,76067509884,1976-12-13
Nela,Kapral,42089361472,1979-09-17
Michał,Ulrych,91726767036,1987-09-30
Ida,Zemanek,39774280580,1976-10-09
Konstanty,Gorzelańczyk,53603695975,2003-02-15
Monika,Osada,88524203003,1984-01-10
Melania,Mycek,78460287617,2002-02-03
Róża,Obuchowicz,72160645664,1973-02-19
Ryszard,Karwala,63306101560,1992-07-28
Alex,Narożny,25612561793,1989-03-21
Ewelina,Maras,37457107783,1995-11-10
Błażej,Molek,36812396670,1983-07-22
Paweł,Pietrus,42424280984,1984-10-12
Mikołaj,Duczek,98036843959,1975-10-14
Melania,Pielach,43272448781,1992-05-07
Maksymilian,Siwczak,81343837426,1999-10-21
Sylwia,Bazylewicz,82649691506,1973-12-06
Jakub,Prażmo,51041360993,1972-02-03
Mariusz,Ofiara,68408905273,1987-07-17
Liwia,Chwała,36594477382,2002-01-29
Józef,Zimmer,94928540704,1996-02-09
Sylwia,Browarczyk,91207484005,1987-03-15
Karol,Szmajda,89214596066,1982-03-14
Karol,Poreda,82593879369,1986-08-06
Alan,Zieniewicz,55883256185,1976-02-27
Cezary,Masny,79842724347,1990-03-27
Jerzy,Węgrzynowicz,10112009414,1998-11-10
Błażej,Mikoda,16827321568,1980-06-17
Borys,Dyś,57490278140,1992-10-16
Leonard,Oleksik,66166745098,2001-05-30
Nela,Bobak,53330093930,1989-04-29
Ignacy,Turlej,57061108415,1975-05-31
Mikołaj,Szambelan,92377763714,1984-07-11
Angelika,Rosołek,77823190155,1978-10-13
Gaja,Wujek,37621865035,1989-02-27
Fryderyk,Sznura,89770218552,1991-11-28
Konstanty,Klekot,61972704014,1994-06-25
Sylwia,Skalik,27168069214,1992-10-24
Tymoteusz,Kandzia,67798333271,1995-07-21
Mateusz,Mydlarz,22110986844,1995-03-23
Przemysław,Stanisławek,27974409017,1986-09-25
Gabriel,Kolarz,88987521090,1980-12-26
Aleks,Pusz,23709590612,1982-09-27
Olaf,Błaszyk,12483508895,1982-08-23
Maksymilian,Kołaczek,61926612851,1998-08-05
Karina,Cydzik,63234973901,2002-02-25
Krzysztof,Betlej,64230935837,1998-02-24
Arkadiusz,Folga,51340736665,1977-02-21
Damian,Grzelczyk,79089472457,1980-02-03
Jeremi,Drop,70688872791,1983-07-16
Cezary,Kusyk,60577375919,1985-07-18
Kamila,Błasik,26866791950,2000-10-17
Maksymilian,Mizia,86045148124,1980-06-18
Aleksander,Mejer,31296886041,1982-06-14
Marcel,Szymaniuk,44517159246,1992-02-10
Marcelina,Kurpanik,95441596533,1982-07-04
Urszula,Kożuszek,27732003466,1983-12-07
Andrzej,Kobryń,64205475751,1978-02-09
Sara,Gilewicz,40322051640,2000-07-25
Cyprian,Kapera,49523952545,1995-06-24
Karol,Świerkosz,20897666639,1982-02-23
Piotr,Borysiewicz,42078678908,1971-12-14
Nataniel,Brachman,66647560862,1994-09-21
Kajetan,Bejnarowicz,66025322417,1989-12-05
Dariusz,Jaśko,91779806951,1987-07-13
Aleksander,Szymajda,62759189320,1977-03-31
Urszula,Opioła,79050169810,1989-01-09
Mikołaj,Kwapisiewicz,19563188865,1989-07-29
Bartek,Makar,50702475153,1995-12-18
Natan,Zapora,12555803222,1979-09-10
Bruno,Huszcza,97880382519,1991-10-09
Jerzy,Szałkiewicz,21385169682,1976-10-16
Konrad,Helak,13106482720,1998-11-30
Maks,Komsta,24242814010,1993-10-30
Bruno,Matyszczak,94531699522,1995-07-07
Maurycy,Trzepizur,55838455952,1988-07-19
Maksymilian,Romaniak,98102906559,1982-02-12
Błażej,Wąsiewicz,48599545677,1979-03-04
Elżbieta,Ogonek,64466493258,1971-01-30
Wojciech,Niedośpiał,52669208891,1996-03-30
Igor,Boryczko,25650965216,1999-01-02
Ernest,Maćków,19198772198,1973-02-04
Melania,Pikula,87984587441,2001-04-26
Karol,Stanisławek,38189390233,1970-07-26
Marcin,Szarpak,43088409448,1984-03-05
Gaja,Łabuś,62715528237,1988-08-25
Kajetan,Kunka,80313021356,1971-02-26
Piotr,Wołoszczuk,31103304851,1991-09-11
Olgierd,Drążyk,12949430461,1988-04-21
Fryderyk,Strama,63424508281,2002-07-11
Sandra,Pompa,71513016312,1974-08-29
Natasza,Pietrus,91673217640,1995-03-29
Kaja,Smolka,41861122924,1982-11-23
Kajetan,Szumny,11682555315,1988-01-31
Konrad,Zębik,87472520443,1993-02-08
Przemysław,Cyba,76383429283,1974-10-13
Urszula,Kaczka,65467845901,2001-06-17
Dariusz,Pietrewicz,58542724014,1970-04-19
Dariusz,Buchalik,23290434545,1994-07-25
Liwia,Ziemak,99536533581,1988-06-25
Lidia,Szczubełek,41382655265,1976-04-19
Igor,Błaszyk,14426979052,1993-11-17
Nikodem,Olszyna,80680371898,1997-11-21
Justyna,Jama,76156281514,2000-05-10
Gabriel,Czapiga,82663155849,1993-03-15
Franciszek,Drwięga,90734702421,1988-03-18
Sylwia,Bitner,48850117146,1985-11-22
Kajetan,Janasz,51792830325,1977-09-25
Borys,Maciejewicz,10610655343,2000-02-08
Ewelina,Witkowicz,99896104741,2000-05-28
Hubert,Kunert,65944582610,1980-11-23
Stefan,Ćwirko,61222242985,1990-06-10
Hubert,Rysz,64505229946,2000-06-23
Eryk,Stoch,82957986928,1981-07-07
Ernest,Gendera,29779577681,1998-09-26
Leon,Brudny,60529648257,1994-09-19
Janina,Kwapisiewicz,73551088988,1992-10-30
Sebastian,Pazera,18228633046,1992-05-12
Angelika,Lepianka,19982406793,1981-03-27
Melania,Zagożdżon,51022658831,1987-11-04
Kaja,Kryza,36441276456,1974-10-29
Karol,Kozdra,96688549623,2000-03-05
Leonard,Grabias,37003036696,1981-01-02
Nicole,Kopa,62007998068,1991-05-01
Ryszard,Kajak,87324098205,2002-11-14
Ewelina,Chabior,52237339425,1986-07-28
Maurycy,Nehring,22825615693,1983-05-30
Hubert,Matula,97250513826,1977-10-09
Alex,Łuszczyk,35637341471,1993-09-08
Elżbieta,Gros,87309348735,1990-11-29
Mikołaj,Orman,22636580550,1983-02-28
Borys,Kopciuch,64926137042,1973-01-13
Ewa,Pleban,27130857747,1988-12-10
Adam,Steinke,13371494956,2002-03-01
Nela,Raszkiewicz,29941878377,1996-11-15
Igor,Świech,92166865328,1982-06-21
Olaf,Burza,55077351665,1997-03-06
Tymoteusz,Boryczko,48695822228,1988-11-13
Rozalia,Madajczyk,89663860092,2000-06-15
Witold,Piotrak,76452202394,1973-06-07
Tola,Ślęczka,60210370824,1977-04-25
Cyprian,Gęgotek,76063748793,1997-01-30
Malwina,Szyjka,93751304817,1989-04-23
Kornel,Smolec,45165501298,1977-05-27
Anna Maria,Mizak,67475277478,2001-05-29
Kajetan,Kielan,98939023003,1984-03-03
Sonia,Ładziak,21749000957,2000-10-30
Alex,Wnuczek,21198445825,1974-11-05
Fryderyk,Kaletka,27952263713,2001-10-27
Tadeusz,Kuśnierek,31368158377,2002-05-22
Adrianna,Cader,98786999359,1979-12-24
Justyna,Sadoch,30184927442,1999-10-11
Oskar,Piórek,93299719186,1983-05-01
Róża,Kudłacz,10068746230,1981-06-29
Dorota,Kędziorek,46536885692,1984-08-16
Elżbieta,Sklorz,79556952771,1995-11-27
Gaja,Kijanka,87256583183,1975-12-22
Apolonia,Policht,88951776382,1974-01-05
Ewa,Powałka,96589317516,1983-03-30
Aleks,Keler,76088488056,1983-07-15
Hubert,Kozok,34578652152,1989-03-28
Emil,Poleszak,13528019928,1996-04-07
Maurycy,Smela,96768935421,1980-09-28
Jan,Pianka,21423351672,1975-02-28
Patryk,Wódka,30164175018,1976-02-01
Rozalia,Mazepa,86975147694,1980-04-17
Tomasz,Ufnal,97291613473,1976-10-13
Robert,Sadownik,40489643342,1979-07-19
Gaja,Banachowicz,86970435671,1976-09-22
Nela,Chwała,22866742478,1995-02-16
Emil,Fiołka,54189048418,1970-06-04
Marcin,Semik,44614451932,2000-02-12
Alan,Szyma,17386382150,1993-11-23
Kamila,Lica,92965574367,1999-12-15
Marika,Dziewior,62124078661,1988-04-13
Maciej,Procek,96914542591,2002-09-22
Marianna,Pniak,28885363117,1997-02-06
Michał,Wośko,14245201267,1975-04-08
Marcel,Kłysz,23264252294,1991-05-30
Alan,Skubała,22005286716,1996-02-05
Mariusz,Lorenz,52826782093,1972-01-02
Ignacy,Bernatek,50257504108,1992-11-05
Mateusz,Jędryczka,99163176535,1998-08-31
Julianna,Ziniewicz,67996808303,1981-11-08
Julianna,Wita,86412426421,1996-02-07
Karol,Przybycień,11199816379,1972-11-25
Tymoteusz,Wiencek,12362277993,1999-11-23
Apolonia,Pera,49655084163,1979-03-22
Anna Maria,Graboń,13886099276,1985-01-27
Róża,Muskała,20105872880,1974-10-13
Kaja,Ciesielczyk,75755122537,1988-09-25
Leonard,Sajnóg,27518304340,1997-08-15
Sara,Jażdżyk,58727108269,1993-11-06
Aleksander,Zybura,18794728818,1972-02-24
Ewelina,Ochab,49828358527,1982-04-08
Sebastian,Sass,14834785604,1989-06-27
Malwina,Gotfryd,80394648009,1999-04-14
Ida,Marko,77901106560,1971-02-08
Adrianna,Delekta,18871641671,1993-03-03
Ksawery,Piekart,43157367026,1981-12-21
Melania,Trzyna,57817862047,2002-07-08
Ewa,Kuczak,69696894884,1975-05-28
Anna Maria,Szulczyk,75374667669,1970-10-05
Aleks,Hulbój,92977438550,1988-01-31
Maciej,Natanek,68988390845,1977-03-28
Stanisław,Wisz,88581089494,1988-09-29
Ada,Piekara,15892391449,1992-09-12
Nela,Pietryga,59483950825,1997-02-25
Marcel,Schubert,10536592601,1995-08-09
Witold,Lato,78507994677,1977-09-20
Gaja,Ryfa,86187297990,1977-08-31
Marianna,Bełz,75992312389,1988-04-29
Gaja,Olewniczak,90905816270,1975-11-03
Maciej,Suda,79055407099,1993-09-02
Maksymilian,Kukuczka,35992172698,1973-11-18
Dominik,Piaseczna,97912416163,1970-09-09
Nikodem,Rećko,85868548937,1988-04-14
Janina,Kopa,95108429435,2001-05-22
Kornelia,Wisła,92060498725,1986-09-08
Kaja,Pruchnik,31536455931,2000-06-09
Kornel,Korniak,86570848659,1992-04-23
Kamil,Danel,11882856360,1980-01-19
Tymoteusz,Bortkiewicz,20345908895,1981-05-31
Kacper,Sarosiek,29226677910,1979-12-14
Sebastian,Malara,49043786397,1994-08-17
Gustaw,Łuszczak,78134530042,2003-06-09
Franciszek,Szymajda,40175117675,1999-09-26
Mateusz,Sakwa,31780026609,1972-10-29
Jakub,Warzybok,20333739850,1996-02-14
Albert,Flisiak,31422654179,1977-12-19
Tadeusz,Klinger,11770425526,1971-04-04
Ksawery,Kunysz,46835530973,1999-01-30
Grzegorz,Bałdys,28835385020,2001-11-19
Klara,Pioch,25151084212,1993-11-26
Dariusz,Słupek,80607291067,1987-04-22
Daniel,Kiszczak,83105920894,1974-11-15
Mieszko,Łasica,76447405392,2003-05-27
Wiktor,Bok,96377435994,1987-08-17
Ernest,Jantos,44873688501,1975-08-20
Jerzy,Sopata,82186337171,1997-03-02
Gabriel,Malarczyk,90568114972,2001-09-26
Julian,Stasica,75157558909,1998-09-15
Stefan,Minkina,67370167641,1980-11-07
Stanisław,Hołota,43728698607,1982-01-11
Leon,Toma,93682048982,1986-01-15
Bianka,Fijak,10680898689,1992-10-13
Sylwia,Dyszkiewicz,42792489132,1981-08-13
Stanisław,Kościukiewicz,70043810444,2001-10-29
Juliusz,Posłuszna,41932832550,1987-10-02
Bianka,Woźniczko,63558825901,1995-08-30
Dominik,Mrózek,11984364496,1984-05-30
Inga,Pinda,12855946271,1997-12-16
Olaf,Sendor,18060486610,1975-04-08
Melania,Sarota,52525668614,1980-03-31
Dagmara,Dulewicz,77945896022,1978-09-05
Apolonia,Witas,62284479186,2003-06-02
Julianna,Engel,74900129867,1978-08-28
Kamil,Nazimek,20878974848,1997-04-25
Marianna,Faruga,57149543516,1988-02-02
Justyna,Wygoda,36204053879,1973-02-28
Gaja,Myk,88056925007,1993-09-29
Gustaw,Szulist,15485142954,1993-04-29
Olga,Szynkiewicz,68926934064,1994-04-15
Apolonia,Trzcionka,73917286852,1985-04-19
Adrianna,Gaudyn,37968378094,1988-06-05
Julianna,Ciuruś,74320145425,2003-03-26
Kajetan,Madzia,71252010087,1999-01-31
Daniel,Dudczak,21655719786,1999-10-22
Grzegorz,Bujko,35161185803,1977-10-21
Inga,Kurp,71140813544,1989-08-11
Ada,Hnat,77848446722,1985-12-27
Ada,Zagrajek,83078880406,1984-10-17
Aleks,Łyczak,51788904077,1970-02-10
Natasza,Satora,10888760356,1984-07-14
Anastazja,Młodzik,90009286512,1970-10-15
Melania,Siewert,16188194891,1983-02-05
Malwina,Moryc,76195513522,1983-08-09
Kamil,Lemiesz,79784768688,1983-09-19
Patryk,Malara,96925325769,1974-08-12
Julianna,Szarejko,37981739638,1977-12-04
Justyna,Miśko,35345337535,1975-02-23
Miłosz,Duniec,39539016428,1984-12-06
Dawid,Matraszek,47217524095,1997-02-14
Leon,Pierchała,93853867434,1996-03-09
Tymoteusz,Kurzaj,36567675457,1984-03-12
Gustaw,Borysiak,38709064575,1978-12-23
Andrzej,Gierek,19176855648,1980-04-29
Tola,Kamieniarz,56209466202,1983-04-27
Olgierd,Bartoszczyk,50619699742,1993-04-11
Lidia,Dydak,52551120747,1983-05-19
Leonard,Pyzel,38142028449,1991-08-12
Jędrzej,Januszko,38449909910,1999-09-12
Ryszard,Wołodźko,55800483346,2002-03-19
Nicole,Kalista,71960862311,1982-12-21
Jędrzej,Plizga,47755043391,2000-04-03
Konrad,Fleszar,33865115519,2000-08-13
Józef,Such,49757102389,1988-02-19
Leon,Dunal,67502286194,1997-04-21
Mikołaj,Kałwak,49422281868,1991-10-23
Patryk,Krzykała,86855980299,2002-04-26
Piotr,Kruzel,15652103444,1998-03-01
Róża,Oleksik,66707806441,1972-08-06
Artur,Lenik,94243216940,1996-04-26
Kacper,Celuch,43734662417,1974-03-21
Sylwia,Malarczyk,22581247775,1995-02-22
Malwina,Żbik,74710212320,1985-11-04
Radosław,Jodko,21437068040,1999-04-10
Olga,Nieradzik,86471419531,2001-12-08
Kamila,Fornalik,81398540647,1992-12-03
Melania,Musiała,75125035035,1987-11-01
Antoni,Kostorz,27107332336,1995-10-31
Kaja,Kurzydło,34101979466,1976-01-25
Sandra,Lejk,33139481485,1988-04-10
Julianna,Abramczuk,21007370987,1990-12-18
Michał,Skrobek,21604544391,1977-10-05
Anastazja,Wlazły,27259638724,1980-12-24
Mariusz,Szumiło,25311819893,2003-01-09
Jędrzej,Gebauer,47242831657,2002-03-13
Albert,Drobniak,35485952318,1976-11-18
Kornel,Żmija,70812970475,1983-03-17
Aleksander,Rykała,31671300313,1992-02-04
Kornelia,Cąkała,65107467123,2002-07-10
Blanka,Sykała,98128627695,1972-03-07
Dorota,Miętka,92067037583,1973-02-05
Leon,Szramka,99577980515,1989-08-15
Kajetan,Zbiciak,74520676121,1987-06-17
Stefan,Wacławiak,51049015207,1987-08-27
Monika,Krzysiek,49282096798,1977-04-21
Tobiasz,Rut,23283410926,1993-05-14
Krystyna,Taciak,29521649985,1998-03-30
Maksymilian,Broniek,97955188210,2003-03-22
Cezary,Szyja,93207679778,1998-01-17
Kajetan,Holeksa,45733851069,1984-01-30
Krystyna,Tarach,87653321501,1971-01-17
Leon,Grab,64257459187,1982-04-15
Jan,Gogół,25993197551,1981-01-02
Jakub,Świerkosz,85764477242,1991-10-26
Piotr,Florian,10972776253,1987-12-26
Olgierd,Ławniczek,60500681443,1996-02-15
Bartek,Tadych,77812353120,1991-07-24
Liwia,Hrabia,64236139249,1998-04-23
Radosław,Zarzeczna,43532779781,1988-12-06
Tola,Żuberek,86626618541,1981-12-31
Kaja,Krężołek,19348766517,2001-04-24
Ignacy,Dziurla,76961832039,1985-11-24
Ida,Figat,15746388752,1974-11-18
Kaja,Moniuszko,67228652744,1975-11-16
Ida,Zieja,19403957940,1985-06-14
Marika,Korkosz,52257557252,1998-04-10
Bianka,Zimmer,47839091882,1990-02-19
Tymon,Olkowicz,10025016869,1985-02-18
Hubert,Tofil,87121152381,1981-08-05
Cezary,Futyma,80687004310,1979-04-09
Marcelina,Pawela,40786783537,1976-01-26
Grzegorz,Wiewiórka,85817700251,1998-04-28
Cezary,Maciejewicz,48747530443,2000-04-27
Julianna,Pesta,17726480677,1989-01-16
Mieszko,Rolek,80258866149,1982-01-17
Julianna,Rejniak,34370332351,1973-02-04
Marianna,Dargacz,70138998394,2001-04-04
Kalina,Linka,70762248433,2002-10-23
Artur,Jasica,13189647764,1976-10-16
Albert,Danilczuk,82917512937,1982-11-26
Nikodem,Kuster,11998366557,1979-05-20
Sebastian,Broncel,48153029689,1980-08-11
Nela,Członka,94196304701,1978-02-08
Ewa,Żakiewicz,99682264545,1988-12-30
Patryk,Wasążnik,26006522016,1970-05-20
Julianna,Niebudek,35262026655,1977-03-01
Apolonia,Tolak,80187960324,2002-07-30
Natasza,Budych,41986306705,1988-06-18
Adrian,Szczypek,63214179489,1976-06-23
Marcin,Ochwat,15400190999,1977-03-09
Nicole,Burzawa,41093139346,2000-10-21
Malwina,Ważna,23740651763,1999-05-17
Marek,Majtczak,19547094426,2001-05-06
Janina,Sieradzan,25773223553,1987-06-04
Kalina,Tofil,80666536131,1971-09-01
Sonia,Armata,29269492017,1999-01-03
Dagmara,John,72627704389,1990-11-06
Marcelina,Sadowy,99321097422,1991-08-27
Ada,Kujda,95546342195,1999-03-09
Julita,Łaszcz,29676636891,1994-03-01
Patryk,Zimmer,88566838552,2003-12-18
Oliwier,Knysak,23285279903,1971-11-30
Rafał,Wenda,61805924989,1980-11-30
Antoni,Budzeń,83344563828,1984-01-19
Anita,Puto,47239140123,1985-03-11
Liwia,Polnik,80012966847,1978-01-30
Kacper,Baumgart,36343281676,1996-08-24
Janina,Ciesielczyk,23843825652,1982-02-22
Anita,Ławniczek,82023060431,1990-09-13
Mateusz,Sorbian,79102146527,1993-04-18
Ewa,Sawko,39789131784,1991-01-07
Leon,Zaucha,64029647988,1970-07-16
Ada,Kasiak,98201553661,1994-07-05
Marika,Hanke,56248194865,1980-05-19
Kaja,Maziarczyk,26686423683,1983-05-22
Maurycy,Wicha,19941085809,1986-12-05
Radosław,Ciochoń,24575147110,1973-02-08
Tola,Mrotek,90815154981,1978-02-10
Klara,Sarniak,10979231149,1976-07-14
Kacper,Grund,66094193943,2000-05-11
Cyprian,Grzywnowicz,46079915307,1973-07-14
Olga,Bona,87014870997,1975-06-11
Bruno,Oleksiewicz,29340541570,1993-08-13
Leon,Słupik,92170117250,1975-05-22
Natan,Witos,91506283139,2000-05-09
Lidia,Greszta,65870675333,1988-04-06
Blanka,Durlej,81559886487,1995-08-11
Emil,Karaśkiewicz,50182247676,1973-07-03
Ernest,Dziadura,79720650180,1974-01-02
Ignacy,Ciećko,87109296564,1970-04-26
Sonia,Piaścik,74487793795,1976-06-15
Bianka,Golus,69459284786,1976-03-11
Urszula,Czapiga,62871722486,1974-05-24
Łukasz,Detka,97521520041,2003-12-23
Nikodem,Mzyk,16919505538,1998-04-19
Piotr,Skonieczka,80424691402,1984-07-03
Krystyna,Lelito,48579345618,1972-10-26
Hubert,Kiciak,71408028755,1985-12-26
Dorota,Dubel,48410425020,1991-11-20
Tadeusz,Noculak,60325025082,1999-01-21
Kornel,Sadoch,30917527865,1983-01-04
Adam,Pruchnik,43951993060,1995-06-03
Adam,Wojtalewicz,35433777999,1991-10-07
Agnieszka,Pyda,78647512967,1992-08-13
Anastazja,Korda,36591753156,2000-03-13
Maciej,Kiedrowicz,48122280528,2003-09-04
Kacper,Pik,20212315844,1992-03-03
Julianna,Roszkiewicz,16025612874,1982-01-25
Piotr,Latek,15441165134,2002-07-24
Jędrzej,Huczko,65076234653,1984-02-08
Franciszek,Tolak,41955026415,1992-06-02
Krystyna,Leśna,73113093883,1989-02-03
Bianka,Jałowiec,64798650960,1980-10-22
Tymon,Szeszko,79292072163,1970-07-01
Arkadiusz,Kryszkiewicz,46065501966,1989-06-25
Karina,Ziemak,59605717286,2000-07-28
Ryszard,Jakoniuk,35693228952,1994-01-09
Roksana,Marcińczyk,17959258752,1995-05-16
Hubert,Dubis,66578973727,1978-02-02
Sonia,Buk,40766521967,1984-05-03
Mikołaj,Pietrasiak,37352232688,1991-01-28
Kaja,Subocz,44974869829,1997-10-28
Aurelia,Furga,41854940534,1977-10-09
Julita,Podleśna,62491420989,1988-02-17
Aleks,Sady,97169924584,1994-05-11
Gaja,Małys,63987075471,1990-03-23
Alan,Garncarek,89321167885,2001-12-02
Gaja,Żółtek,21987107541,1971-11-05
Daniel,Węgrzynek,86130581351,1980-05-19
Emil,Szczechowicz,68602950054,1988-12-17
Angelika,Drewicz,20382800925,1971-10-01
Kajetan,Grębowiec,53358676829,2003-09-23
Emil,Odrzywołek,31450145891,1981-02-07
Tobiasz,Basak,37179378923,1981-06-21
Krystian,Wiese,88302210357,1982-02-24
Adrian,Dulewicz,14575866851,1990-02-09
Anna Maria,Kościk,40122964978,1997-12-14
Julianna,Walenciak,70323810832,1994-08-17
